# WSCAD Universe'den indirilecek part numaralari
# Kaynak: ureticilerin KENDI katalog PDF'leri -- hicbiri uydurma not
# 3D (.stp) modeli olmayanlar WSCAD'da inmez; inen bozuk dosyalari audit_batch.py eler

### PHOENIX CONTACT -- 807 count (elimizde OLMAYANLAR; UT/UK vidali agirlikli)
1065700000	WFF185 353 A 5
1067400000	WFF185/300 2 m
1028700000	WFF 300 4 10287
1029700000	WFF 300/AH 2 10
1028780000	WFF 300 BL 4 10
1065300000	WFF300 520 A 5
1065800000	WFF300 520 A 5
1050070000	WAP 2.5-10 BR b
1050020000	WAP 2.5-10 GE y
1072200000	WAP 2.5-10 GN g
1050050000	WAP 2.5-10 GR g
1879290000	WAP 2.5-10 GR 7
1050060000	WAP 2.5-10 OR O
1050040000	WAP 2.5-10 RT r
1072210000	WAP 2.5-10 VI v
1050090000	WAP 2.5-10 WS w
1879140000	WAP 16
1050160000	WAP 16
1819170000	WDK2.5
1059140000	WDK2.5 GN gree
1074680000	WTR2.5/ZZ BL b
1819180000	WDU2.5N/4N RS-
1060090000	WDU2.5N/4N GE
1060060000	WDU2.5N/4N OR
1859010000	WDK2.5/4 N GR
1073000000	WFF120 dark be
1069700000	WFF35 dark bei
1069800000	WFF70 dark bei
1071000000	WDU 4 WDU 6
1632340000	WDU2.5/10 5 16
1632370000	WDU4/10 5 1632
1632380000	WTR2.5 25 1632
1632390000	WTR2.5 25 1632
1650210000	WSI6 25 165021
1878660000	WDK 2.5 25 1878
1879350000	WDK 2.5 25 1879
1066000000	WDU
1066100000	WDU
1802810000	WDU
1872720000	WDU
1959580000	WDU
1070500000	WFF 35
1066200000	WFF 70
1066300000	WFF 120
1066400000	WFF 185
1066500000	WFF 300
1060300000	WPE 10
1060200000	WPE 16
1060100000	WPE
1071360000	WPE
1072300000	WPE
1072400000	WPE 120/150
1020060000	WDU 2.5 OR ratio
1023760000	WDU 2.5 OR ratio
1037710000	WDU 2.5 BR brow
1023790000	WDU 2.5 BR brow
1020020000	WDU 2.5 GE yell
1020090000	WDU 2.5 GN gree
1041960000	WDU 2.5 GN gree
1037720000	WDU 2.5 GR grey
1020040000	WDU 2.5 RT red
1020010000	WDU 2.5 SW blac
1037700000	WDU 2.5 VI viol
1036800000	WDU 2.5 WS whit
1021560000	WDK 2.5 OR ratio
1790900000	WDK 2.5 WS whit
1022360000	WDK 2.5 V OR or
1022350000	WDK 2.5 V GE ye
1036760000	WDU 4 OR orange
1037810000	WDU 4 BR brown
1020120000	WDU 4 GE yellow
1020160000	WDU 4 GN green
1037800000	WDU 4 GR grey 1
1020140000	WDU 4 RT red 10
1020110000	WDU 4 SW black
1037820000	WDU 4 VI violet
1036700000	WDU 4 WS white
1020260000	WDU 6 OR orange
1040220000	WDU 6 GE yellow
1039600000	WDU 6 GR grey 1
1020240000	WDU 6 RT red 10
1020210000	WDU 6 SW black
1020360000	WDU 10 OR orang
1020320000	WDU 10 GR grey
1020340000	WDU 10 RT red 1
1011060000	WSI 6 OR orange
1011010000	WSI 6 SW black
1011080000	WSI 6 BL blue 1
1020700000	WDU 2.5/10 BEZ
1020800000	WDU 2.5/10 BEZ/
1025700000	WDK 2.5/10 10 1
1025610000	WDK 2.5 ZQV/10/
1020900000	WDU 4/10/BEZ 10
1021000000	WDU 4/10 10 102
1034000000	WDU 4
1033800000	WDU 4
1026700000	WDU 70/95/3 4 1
1032300000	WDU 70/95/5/N 2
1026600000	WDU 120/150/5 2
1032400000	WDU 120/150/5/N
1024800000	WDU 2.5N/10 BEZ
1716240000	SAK 4 100 17162
1784410000	SAK 10/EN BL 10
1784390000	SAK 16/EN BL 50
1784400000	SAK 35/EN BL 20
1853970000	SAK4
1817860000	SAK 2.5 BL
1326360000	SAK 2.5 OR ratio
1799920000	SAK 2.5/35 DBL
1821480000	SAK 2.5/35 GE y
1799910000	SAK 2.5/35 RT r
1799900000	SAK 2.5/35 SW b
1858450000	SAK 2.5/EN BR b
1858440000	SAK 2.5/EN SW b
1858460000	SAK 2.5/EN WS w
1817780000	SAK 4 BL
1323660000	SAK 4/35 OR ora
1853950000	SAK 4/EN GR 704
1773340000	SAK 4/EN WS whi
1866850000	SAK 6/35 GN/GE
1772820000	SAK 6/EN GE yel
1772810000	SAK 6/EN OR ora
1773350000	SAK 6/EN WS whi
1853960000	SAK 10/EN GR RA
1772830000	SAK 10/EN OR or
1773900000	SAK 10/EN SW bl
1430760000	SAK 2.5, SAK 4
1020050000	WDU 2.5 WAP/GG
102370	WDU 2.5N 300V/2
106000	WDU 2.5N 300V/2
173094	WDU 2.5N/600 60
102000	WDU 2.5 600V/20
105000	WDU 2.5 600V/20
102010	WDU 4 600V/35A
102020	WDU 6 600V/45A
102030	WDU 10 600V/65A
103610	WDU 16N 300V/70
102040	WDU 16 600V/65A
105010	WDU 16 600V/65A
102050	WDU 35 600V/120
160851	ZDU 2.5 single
160874	ZDU 2.5 single
160854	ZDU 2.5/3AN 1 i
160877	ZDU 2.5/3AN 1 i
160857	ZDU 2.5/4AN 2 i
160880	ZDU 2.5/4AN 2 i
